Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
2.331271171569824	0	25.882051	14.26854	82.0	8.0	25.882051282051282	14.268539389337034	5047	5047
5.033955097198486	1	29.356726	15.933569	94.0	9.0	29.35672514619883	15.933568185541048	5020	10067
6.937209129333496	2	28.585228	14.998621	86.0	10.0	28.585227272727273	14.998621450083089	5031	15098
8.999483108520508	3	31.628931	18.922401	135.0	12.0	31.628930817610062	18.92240143891202	5029	20127
10.85282301902771	4	34.315067	20.525879	139.0	9.0	34.31506849315068	20.52587856216472	5010	25137
12.72120714187622	5	38.868217	19.77524	116.0	11.0	38.86821705426357	19.775240899545523	5014	30151
14.5923330783844	6	41.371902	24.350447	171.0	11.0	41.37190082644628	24.350448340911257	5006	35157
16.516415119171143	7	42.07563	20.973036	120.0	9.0	42.075630252100844	20.973035775604806	5007	40164
18.517036199569702	8	45.432434	25.925262	144.0	15.0	45.432432432432435	25.925263904108803	5043	45207
20.522998094558716	9	47.685715	23.560383	131.0	12.0	47.68571428571428	23.560384136942083	5007	50214
22.584556102752686	10	39.809525	16.472544	88.0	12.0	39.80952380952381	16.472542948853224	5016	55230
24.649112224578857	11	49.04902	24.279572	152.0	15.0	49.049019607843135	24.27957159996953	5003	60233
26.534446001052856	12	49.51485	23.881147	148.0	14.0	49.51485148514851	23.881147069895594	5001	65234
28.496132135391235	13	51.303032	23.550701	124.0	16.0	51.303030303030305	23.550699466527913	5079	70313
30.56723403930664	14	57.597702	30.362734	145.0	13.0	57.59770114942529	30.362734180228138	5011	75324
32.58149313926697	15	59.54762	27.461403	187.0	25.0	59.54761904761905	27.461403547656776	5002	80326
34.60100722312927	16	58.220932	26.630722	170.0	20.0	58.22093023255814	26.630722406252023	5007	85333
36.769071102142334	17	61.365852	26.448988	142.0	25.0	61.36585365853659	26.448990111718892	5032	90365
38.76300001144409	18	62.825	32.34416	196.0	18.0	62.825	32.34415519069868	5026	95391
40.76030206680298	19	58.21839	27.251245	166.0	18.0	58.2183908045977	27.25124706093296	5065	100456
42.42612600326538	20	64.49367	29.280346	194.0	21.0	64.49367088607595	29.280344388979675	5095	105551
44.08439803123474	21	66.51316	25.70915	175.0	19.0	66.51315789473684	25.709149211624947	5055	110606
45.844818115234375	22	67.026665	26.287119	134.0	19.0	67.02666666666667	26.287118941074965	5027	115633
47.72643804550171	23	70.93056	35.45981	200.0	23.0	70.93055555555556	35.459807603072434	5107	120740
49.35576820373535	24	75.86364	31.28553	200.0	26.0	75.86363636363636	31.28553076522289	5007	125747
51.086467027664185	25	68.22973	29.90731	156.0	29.0	68.22972972972973	29.90731054861467	5049	130796
53.081852197647095	26	81.5	34.011738	200.0	34.0	81.5	34.011738960199814	5053	135849
55.4629111289978	27	88.965515	42.27209	200.0	20.0	88.96551724137932	42.27209298606016	5160	141009
57.920701026916504	28	92.69091	40.216625	200.0	18.0	92.69090909090909	40.216628278395554	5098	146107
60.095317125320435	29	107.44681	44.559216	200.0	42.0	107.44680851063829	44.55921640255964	5050	151157
62.05356311798096	30	98.64706	41.45152	200.0	27.0	98.6470588235294	41.45151835219576	5031	156188
63.94353008270264	31	104.458336	44.164917	200.0	30.0	104.45833333333333	44.16491741819015	5014	161202
65.88977408409119	32	108.53191	50.974693	200.0	25.0	108.53191489361703	50.97469170289824	5101	166303
67.84773921966553	33	133.42105	49.77244	200.0	41.0	133.42105263157896	49.77244618151661	5070	171373
69.74427700042725	34	136.91891	47.819695	200.0	41.0	136.9189189189189	47.81969422307111	5066	176439
71.67294120788574	35	147.73529	56.706837	200.0	31.0	147.73529411764707	56.70683578646842	5023	181462
73.60033416748047	36	145.17143	52.22396	200.0	32.0	145.17142857142858	52.22396040914866	5081	186543
75.48993515968323	37	168.8	34.13249	200.0	102.0	168.8	34.13248696867351	5064	191607
77.43469715118408	38	166.93333	42.255524	200.0	45.0	166.93333333333334	42.25551903466444	5008	196615
79.3781840801239	39	163.74193	43.329174	200.0	31.0	163.74193548387098	43.32917347092207	5076	201691
81.35114908218384	40	164.35484	46.903847	200.0	39.0	164.3548387096774	46.90384700303018	5095	206786
83.37482905387878	41	167.3871	38.701233	200.0	99.0	167.38709677419354	38.70123563865083	5189	211975
85.50154519081116	42	171.5	35.797344	200.0	92.0	171.5	35.797346270359206	5145	217120
87.45274209976196	43	173.27586	35.54298	200.0	88.0	173.27586206896552	35.54297694993673	5025	222145
89.52082920074463	44	185.57143	24.397642	200.0	121.0	185.57142857142858	24.39764123761114	5196	227341
91.47486615180969	45	188.0	31.002987	200.0	83.0	188.0	31.002986713947177	5076	232417
93.421462059021	46	170.7	45.473175	200.0	27.0	170.7	45.473178908011256	5121	237538
95.39503121376038	47	193.6923	19.190882	200.0	115.0	193.69230769230768	19.19088171055208	5036	242574
97.3618152141571	48	190.55556	22.447193	200.0	105.0	190.55555555555554	22.447194550987355	5145	247719
99.26645612716675	49	192.84616	22.457983	200.0	102.0	192.84615384615384	22.457981804818576	5014	252733
101.26679921150208	50	190.14815	17.677572	200.0	140.0	190.14814814814815	17.677572532582598	5134	257867
102.86587119102478	51	190.22223	19.573854	200.0	122.0	190.22222222222223	19.573855074285593	5136	263003
104.35160613059998	52	179.10715	43.279274	200.0	48.0	179.10714285714286	43.27927521649717	5015	268018
105.870765209198	53	194.0	17.267132	200.0	119.0	194.0	17.2671319608627	5044	273062
107.4036500453949	54	198.42308	7.489342	200.0	161.0	198.42307692307693	7.489341538906509	5159	278221
